date	words	title
2004-02-17 22:52:19	170	Always-Red Pedestrian Signs
2004-02-17 23:11:45	409	Wifi Hotspot Competion Becomes Hot
2004-02-18 23:32:17	700	About Jian Shuo Wang
2004-02-19 09:40:05	238	Receiver Pay SMS?
2004-02-19 22:05:14	280	Professional English
2004-02-19 22:20:35	54	Foggy Shanghai
2004-02-20 23:21:35	71	Benz Taxi in Shanghai
2004-02-21 23:15:16	274	Link to Your Site
2004-02-21 23:28:13	95	Pudong or Puxi
2004-02-23 23:23:01	230	Server Down and Up
2004-02-24 23:26:15	344	The Devil's in the Details
2004-02-25 15:12:43	99	LookatChina.com
2004-02-25 18:33:44	786	Reviewed by ChinaHerald.net
2004-02-26 22:45:17	150	Film Mona Lisa Smile
2004-02-27 12:55:28	49	Fanfan is on Film
2004-02-27 12:58:14	194	What's On in Shanghai
2004-02-28 23:28:24	609	Rent an Apartment in Shanghai
2004-02-29 22:51:17	408	Bye Bye, Pudong
2004-03-01 09:29:08	185	Hardship of Living without Twix
2004-03-01 12:14:52	92	How Interviews were Conducted
2004-03-02 23:27:35	307	Continue to Seek for an Apartment
2004-03-04 20:41:33	95	Benz Taxi Accepts Credit Card
2004-03-05 09:33:02	208	Learn Photography - Seriously
2004-03-05 09:43:25	115	Automatic Door in Metro
2004-03-06 20:35:47	89	Dynamic Traffic Display Board
2004-03-06 23:42:05	38	March 20 Taiwan Election
2004-03-07 11:36:12	549	Just Few Steps Away from My New Car
2004-03-08 17:42:25	153	Old Houses in Shanghai - Part II
2004-03-09 21:39:59	640	Old Houses in Shanghai - Part III
2004-03-10 23:44:19	204	Using Contact Lenses
2004-03-11 22:50:11	12	Our Lives in Big Gray City
2004-03-12 13:58:26	181	BlogBus.com Blocked
2004-03-13 21:34:44	76	Blogcn & BlogDriver Shut Down
2004-03-14 22:38:26	243	March 14 Activities
2004-03-15 23:34:09	96	Jian Shuo Got His Car
2004-03-16 23:02:05	291	FIAT Siena 1.5 HL Pictures
2004-03-17 12:09:26	128	OOB  for Wedding Anniversary
2004-03-20 23:58:56	51	Back from Sanya
2004-03-21 23:40:19	269	Sanya Travelogue - Flying to Sanya
2004-03-21 23:45:35	279	Sanya Travelogue - The Holiday Inn Resort
2004-03-21 23:47:08	154	Sanya Travelogue - on the Beach
2004-03-22 23:09:27	193	Shanghai Car Plate = 43000 RMB
2004-03-22 23:20:18	542	Car or Bicycle?
2004-03-22 23:46:23	183	Big Drop in Price of my Car
2004-03-24 12:01:29	350	Stealing in Xiang Yang Market
2004-03-25 23:35:39	31	In Fuzhou
2004-03-27 23:31:56	156	Puxi is not Car Friendly
2004-03-28 20:28:13	162	Car Expenses
2004-03-29 23:39:18	105	Sorry for Server Outage
2004-03-31 23:28:20	174	Byebye CompanyCN
2004-04-01 22:58:15	133	Gasoline Price Goes Up
2004-04-03 01:28:45	145	Service Pause Site Migrating
2004-04-04 00:26:04	269	Still Working with IPowerWeb
2004-04-05 20:02:40	249	DHL Airwaybill Number
2004-04-05 23:29:43	193	Life in Pudong Started
2004-04-08 08:59:58	326	Digitally and Physically Move
2004-04-09 20:20:35	199	PVG: Buses to Hangzhou, Suzhou...
2004-04-09 20:36:10	477	Support Experience of iPowerWeb
2004-04-10 23:07:47	652	First Week in Pudong
2004-04-11 10:28:23	402	Learn Shanghainese
2004-04-13 19:09:34	239	Working Vertically
2004-04-14 08:50:24	139	Canon WebView Camera VB-C10
2004-04-15 08:48:44	189	One Month for My Goudaner (Car)
2004-04-18 19:26:04	265	Drive-Ins in China
2004-04-18 20:18:23	667	Migrating Scripts
2004-04-18 21:12:09	98	BlogCon without Wifi
2004-04-19 21:25:51	212	Maglev - A Failure?
2004-04-20 23:11:03	469	Experiencing Maglev Shanghai
2004-04-21 20:51:11	78	Pudong Party Institute
2004-04-22 20:31:41	24	Magic Wall at CEIBS
2004-04-23 08:39:23	33	My Own Cartoon Picture with Home Style+
2004-04-24 20:16:17	76	Maglev at Long Yang Station
2004-04-25 20:09:59	126	Public Market in Beicai
2004-04-25 20:46:37	196	Sunset at Pudong
2004-04-26 09:10:36	95	SARS is Back in China
2004-04-27 00:58:20	320	Dan is Going to Travel Across China
2004-04-28 18:29:54	55	Flowers and Trees Market in Shanghai
2004-04-28 18:59:09	100	Sony Ericsson GC75 in Shanghai
2004-04-29 20:46:30	125	U.S. Paused All Visa Application in China
2004-04-30 23:41:59	122	Get India Visa in China
2004-05-01 00:17:22	333	Kodak Digital Image Printing Kiosk
2004-05-02 00:17:01	255	Jinqiao Biyun International District
2004-05-02 07:14:50	34	Going Back to Luoyang
2004-05-03 23:47:39	597	Luoyang Tour - Day 1
2004-05-04 09:14:05	61	Luoyang Peony
2004-05-06 23:58:26	105	Nanyang Trip Report
2004-05-08 00:12:33	287	Wangjianshuo's Blog Terms and Conditions
2004-05-09 22:06:58	113	Back to Shanghai via Train 1660
2004-05-10 23:49:58	124	Transition between MagLev and Train
2004-05-11 21:44:44	69	Thank God. Links 2.0 Finally Worked
2004-05-13 20:20:02	285	The Village I was Born
2004-05-13 20:23:58	310	Shanghai Consolidated Guide
2004-05-14 18:43:08	94	MovableType 3.0 Released
2004-05-14 19:15:58	528	Night Life in Shanghai
2004-05-16 22:09:53	178	Wicresoft
2004-05-17 23:09:52	81	Call 96900 for Navigation Direction
2004-05-18 23:38:33	70	Airport Shuttle Bus #7 Starts to Operate
2004-05-19 08:26:54	290	Salary in Shanghai - Part II
2004-05-19 21:39:47	376	Running in Pudong
2004-05-20 15:13:24	423	Will Shanghai be the Next Silicon Valley by 2009?
2004-05-21 22:35:10	835	Blogging in Microsoft
2004-05-22 01:39:03	73	700 USD: Biyun Oriental Apartment
2004-05-22 13:19:03	160	450 USD: Caoyang Jiun Yu yuan
2004-05-22 13:22:09	79	545 USD: Dong Nan Hua Ting
2004-05-22 13:25:46	126	Kingland Hotel Apartment
2004-05-22 13:29:07	64	800 USD: XinZhu Compounds
2004-05-22 14:00:23	61	700 USD: Haiyue Garden
2004-05-22 18:09:44	169	850 USD:  Jing An Xin Ge
2004-05-22 20:35:54	77	680 USD: Jing An Xin Ge
2004-05-22 20:36:40	124	625 USD: Xin Sheng Yuan
2004-05-22 20:49:39	47	1358 USD: OExpress Apartment for Rent
2004-05-22 20:57:17	175	Apartment Offered Form
2004-05-22 23:41:12	92	2400 USD: Mandarin City
2004-05-23 23:48:16	80	34226 RMB for a Car Plate in May
2004-05-24 23:29:06	434	Cheap and Clean Motel in Shanghai - Motel168
2004-05-25 22:20:32	711	Polution in Shanghai
2004-05-26 19:34:41	189	Shanghai v.s. Central Government
2004-05-27 18:06:47	608	Wangjianshuo's Blog is Famous
2004-05-27 18:33:34	690	Shanghai Morning in A Car
2004-05-28 18:47:53	253	Eddie's Blog
2004-05-29 09:40:11	144	Moving to the New Apartment
2004-05-30 12:50:19	629	IKEA Becomes Cheap in China
2004-05-30 23:13:28	118	IKEA (Shanghai) Pictures
2004-05-31 22:19:36	85	Back from Karting
2004-06-01 21:58:13	124	Shanghai Map Viewer 0.5 Restored
2004-06-02 19:10:25	341	Airport Construction Fee
2004-06-02 19:16:53	708	Getting a Link is Like Receiving a Gift
2004-06-03 23:28:33	235	Cable Modem Unavaible in Pudong
2004-06-04 23:13:42	211	ADSL is also Unavailable in my Home
2004-06-04 23:15:45	574	Broadband Internet Providers in Shanghai
2004-06-05 03:28:47	450	What does Successful Blog Mean
2004-06-05 23:22:09	471	Got Two Links (Gifts) Today
2004-06-06 22:55:10	119	Mowing Lawn
2004-06-07 19:26:03	252	Successful Presentation Skill Training
2004-06-07 19:48:26	66	Sunset at Pudong - Part II
2004-06-07 20:00:21	79	Outdoor Theater in Pudong
2004-06-08 11:34:52	13	Wendy is Back to Blogging
2004-06-08 19:53:51	333	PVG: Transition to Hong Qiao (SHA)
2004-06-09 09:48:50	1149	National College Entrance Examination (Gaokao)
2004-06-10 13:52:30	155	Top Commenters of May 2004
2004-06-11 12:15:42	103	Blog??? Wiki??? Social Software???
2004-06-11 18:03:28	110	First Image Ad from Google Adsense
2004-06-13 21:02:57	409	Visited Chong Ming Island for the Second Time
2004-06-13 21:10:57	461	I am a Tough Customer
2004-06-13 21:41:50	155	Larry Becomes a Blogger
2004-06-13 22:08:59	183	ATMs as WiFi Hotspots
2004-06-14 02:36:51	2	Athans 2008 Olympic Game in Greek
2004-06-14 23:22:27	320	Dan is Ready to Go - Cross China
2004-06-15 18:19:39	132	Shanghai Enters Rainy Season
2004-06-16 00:39:19	399	Exchange RMB to/from Foreign Currencies
2004-06-16 00:54:27	154	Shanghai is the Second Unhappiest City
2004-06-16 12:13:47	829	Volunteers Wanted
2004-06-17 23:00:41	525	Personal Social Network Management
2004-06-18 23:14:09	570	Frequently Used Phone Numbers in Shanghai
2004-06-19 23:45:11	175	I Love to Read Wendy's Blog
2004-06-20 22:07:37	115	A Car Plate = 21001 RMB Now
2004-06-21 23:22:03	181	How about Starting an Online TV Station?
2004-06-22 21:55:47	308	Shanghai is Experiencing Energy Crisis
2004-06-23 20:13:21	274	English Instructions in Yantai
2004-06-23 20:33:41	219	Yisou, Google, Baidu and Yipai
2004-06-24 20:56:35	325	Shanghai Weather (TQ)
2004-06-25 18:32:19	292	Daocheng Photos by Maphis Chen
2004-06-25 18:43:12	130	Daocheng Photos by Maphis Chen - Part II
2004-06-25 18:43:48	139	Daocheng Photos by Maphis Chen - Part III
2004-06-26 11:05:53	131	Search 13123456789 in Google
2004-06-27 23:42:58	275	Written Test for Driver's License
2004-06-28 12:52:34	1384	Traffic Rules in Shanghai - Part II
2004-06-29 23:43:50	247	Five Years in Microsoft
2004-06-30 23:21:57	169	Price Rules in China Market
2004-07-01 22:53:33	342	I Started the Blog to Post Resume
2004-07-01 23:14:52	227	Overweighed Carry-on Not Allowed
2004-07-03 20:32:28	187	Speed Improvement after Switching Server
2004-07-03 21:05:17	162	Typhoon Mindulle Hits Shanghai
2004-07-04 00:08:26	53	Top Commenters of June 2004
2004-07-05 19:27:50	170	Arrive in Beijing on Delayed Flight
2004-07-05 23:36:34	42	Crystal Clear Beijing
2004-07-06 18:33:48	516	Transferred to Microsoft Consulting Service
2004-07-07 19:10:54	380	Public Transportation in Shanghai
2004-07-07 19:24:25	43	PVG: One Million Passengers for MagLev
2004-07-08 18:37:21	55	Bill Mao
2004-07-09 23:26:36	276	My New Laptop - Dell Latitue D600
2004-07-10 23:15:36	281	Group Drive to Yang Cheng Lake
2004-07-11 23:48:20	327	New Issue of City Weekend
2004-07-12 18:51:12	120	My Blog on Microsoft.com
2004-07-13 23:46:59	377	Heavy Rain Yesterday
2004-07-14 23:44:12	92	My Own Web Based RSS Reader
2004-07-15 18:22:09	451	Cannot Post Comment on this Site?
2004-07-15 18:35:10	222	Wangjianshuo's Photo Album
2004-07-16 23:48:28	295	Memorable Pictures
2004-07-17 11:42:50	924	To Continue or Not? Confusing in China Blogsphere
2004-07-17 11:55:18	79	Change in Global Navigation
2004-07-18 10:40:00	757	Exciting Shanghai Night Life
2004-07-19 23:13:05	483	HP Pavilion a610cl - My New Home PC
2004-07-21 00:21:43	0	Bulk Purchase from IKEA
2004-07-21 22:41:08	577	Blog, to Host it or Not?
2004-07-21 23:21:10	109	MSN.COM Offers 2G Storage?
2004-07-22 18:28:40	186	Hot Hot Hot Shanghai
2004-07-22 19:00:14	229	Last Google Dance
2004-07-23 18:42:44	1004	To Focus or Not?
2004-07-24 12:45:31	368	Odds and Ends of Today
2004-07-24 13:08:03	67	Sunset in Puxi
2004-07-24 13:18:44	106	House of Flying Daggers (or Shi Mian Mai Fu)
2004-07-25 12:13:55	146	Three on the Bund
2004-07-26 18:30:07	90	Flying to Beijing Again
2004-07-27 23:07:29	1907	MTBlackList is Better than IP Banning
2004-07-27 23:31:27	192	Blogcn is Down for the Third Time
2004-07-28 21:32:35	713	Three on the Bund - Part II
2004-07-28 21:40:31	150	Nice Toys at Xintiandi
2004-07-28 23:17:18	508	Longest Business Trip in Beijing
2004-07-29 22:02:32	449	I Saw my Name on BusinessWeek
2004-07-30 21:58:06	440	Sleepless in Beijing
2004-08-01 01:13:37	170	Welcome Eric and Claire
2004-08-01 22:53:01	283	Where is my Sense of Safty Today?
2004-08-01 23:37:09	1438	Train from Beijing to Shanghai
2004-08-02 22:08:32	313	People in Beijing is More Expressive
2004-08-02 22:12:08	75	Red Wall at Night
2004-08-03 21:18:26	530	Busy Life Started Again
2004-08-03 22:18:51	130	250MB from MSN Hotmail
2004-08-04 23:20:09	1106	Nice Meetup with Hailey and Roddy
2004-08-05 23:50:56	656	Starbucks in a Day - Beijing Version
2004-08-06 23:19:35	78	TGI Shanghai
2004-08-07 22:04:27	19	Asia Cup - China Lost
2004-08-07 22:23:32	124	Wendy Started to Learn to Drive
2004-08-07 23:18:49	219	Why I Don't Have an English Name
2004-08-08 23:43:36	672	Lonely Planet, Lonely Journey
2004-08-09 23:23:27	48	Beijing Capital Airport (PEK) Pictures
2004-08-09 23:50:00	163	Jain Suho Wnag @ Bieijng
2004-08-10 23:36:18	542	Shall I Open a Shanghai BBS
2004-08-11 23:30:51	463	About Starbucks Tour in Beijing
2004-08-11 23:43:54	307	Shangri-La Beijing
2004-08-12 23:09:33	63	Pause for One Night
2004-08-13 23:26:27	133	Doorplate not Used in Beijing
2004-08-14 01:35:33	270	Athens 2004 Olympic Opening
2004-08-14 23:40:38	410	Why Shanghai's Taxi is Good
2004-08-15 20:02:16	25	Windows 2002
2004-08-16 20:32:11	198	Starbucks Tour in Beijing
2004-08-16 22:00:00	84	Shanghai Taxi Colors
2004-08-18 22:54:15	614	I can Swim Now
2004-08-20 23:31:14	295	My Friend's Apartment for Rent
2004-08-21 10:43:07	52	OOB Today
2004-08-22 22:31:57	218	Last Night in Shanghai
2004-08-23 22:46:18	415	Dan Washburn Arrived in Beijing
2004-08-24 21:50:38	85	See How Many Articles I Wrote
2004-08-24 22:29:10	146	Maglev Schedule
2004-08-25 23:10:23	29	Many People in Metro
2004-08-25 23:46:50	128	Digital Words in Real World
2004-08-26 10:53:20	34	OOB on Travel for Three Days
2004-08-30 23:24:29	377	Hong Kong - the Amazing City
2004-09-01 23:10:19	523	How to Go to Hong Kong via Shen Zhen
2004-09-02 00:59:40	207	Hong Kong MTR
2004-09-03 18:55:06	152	Airport Construction Fee Included in Tickets
2004-09-05 00:00:45	28	Hong Kong Pictures Posted
2004-09-05 22:35:27	319	The Sea Ranch , Hong Kong
2004-09-06 23:12:19	332	If I were a Visitor to Shanghai
2004-09-07 21:07:34	60	Cleaning the House
2004-09-08 19:09:57	535	On Credibility
2004-09-09 23:18:35	258	Shanghai's Growth is Slowing Down
2004-09-10 22:05:09	252	Upcoming Change in Font Size
2004-09-10 23:26:06	221	Last Post in Year II
2004-09-11 01:42:00	610	Wangjianshuo's BBS Launched
2004-09-11 20:01:38	206	Font Changed to Bigger
2004-09-12 23:02:08	168	Fahrenheit 911
2004-09-13 17:53:04	74	AutoComplete in Web Page
2004-09-14 23:06:37	317	Going to F1 Grand Prix
2004-09-14 23:44:39	468	Flowers Bloom on MSN Messenger
2004-09-15 14:44:55	211	Negative Comments for this Blog
2004-09-15 23:06:04	530	Goudaner Scratched by Drunk Driver
2004-09-16 21:26:50	235	Search Function Improved
2004-09-16 22:01:12	826	Posting my Mobile Number
2004-09-17 23:55:52	135	My Home Became in Good Order
2004-09-18 21:48:19	91	Carsten Gave Me Earplugs
2004-09-19 10:52:30	163	Cheap and Clean Hostels in Shanghai
2004-09-19 11:49:18	987	How China Mobile Fee are Charged
2004-09-20 22:02:47	213	Cars with Non-Shanghai Plates
2004-09-21 23:07:14	48	Today in History - My Wedding
2004-09-22 23:17:16	272	PVG: Bus to Suzhou, Nanjing, Hangzhou
2004-09-23 18:34:20	85	Google: IPO First, then Dance
2004-09-23 18:50:33	246	XGAO's RJRI Retired
2004-09-24 23:11:34	837	Shanghai Metro Line #1 - Part I
2004-09-25 11:48:09	622	Shanghai Metro Line #1 - Part II
2004-09-26 21:31:32	365	F1 Grand Prix Shanghai Pictures
2004-09-27 23:58:16	378	Travel by Train in China - Part I
2004-09-28 23:38:58	61	Happy Mid-Festival
2004-09-29 17:20:39	72	East Fuxing Road Tunnel Opens
2004-09-30 17:32:03	95	Orange Harvest in my Garden
2004-10-01 08:42:53	516	National Holiday Begins
2004-10-02 10:29:39	121	Wayback Wangjianshuo's Blog
2004-10-04 12:59:30	65	Ideas on Chiba in Japan?
2004-10-04 23:41:55	182	Shanghai is Cooling Down
2004-10-05 23:29:15	182	Edward's  Photo Life
2004-10-06 00:43:03	602	Shanghai Metro Line #1 - Part III
2004-10-07 23:57:55	559	Long Vacation Ends
2004-10-08 22:07:41	555	Where to Start an IT Company?
2004-10-09 23:20:46	267	Bigger Font is a Failure
2004-10-10 23:09:22	215	Rush Hours in Metro Line #2
2004-10-11 23:14:36	422	Look into My Life
2004-10-12 22:31:01	177	Inside Pudong Airport Maglev Train
2004-10-13 21:18:24	84	Happiness, Wealth and Long-Live
2004-10-14 23:37:02	445	Band Width Crisis
2004-10-15 22:29:29	112	Guangzhou Baiyun Airport is Beautiful
2004-10-16 22:52:56	476	Google Desktop
2004-10-17 22:30:55	355	My Map Has Errors - I Know
2004-10-18 09:43:48	79	Happy Birthday to Me
2004-10-19 23:24:15	768	So Many Typos in Shanghai Metro
2004-10-20 23:53:07	183	ShanghaiWiki.MetroTypos Created
2004-10-21 23:38:41	671	So Many Typos in Shanghai Metro - Part II
2004-10-22 23:57:15	206	Reserve Every Byte
2004-10-23 22:54:09	62	PmWiki Reloaded
2004-10-24 11:44:40	3948	Why We Use English Signs?
2004-10-25 23:48:47	549	MyBusStop Project Reloaded
2004-10-26 23:14:44	178	First Contributor of New MyBusStop Project
2004-10-27 23:41:31	397	So Many Typos in Shanghai Metro - Part III
2004-10-28 22:46:42	219	A Car Towed Away for Temp Parking
2004-10-29 23:16:29	213	M7 Started Construnction Near my Home
2004-10-31 20:29:15	50	Bamboo at Mt. Tian Mu, Lin An
2004-11-01 13:27:42	65	3500 USD: The Summit
2004-11-01 23:48:40	490	Winter in Shanghai
2004-11-02 18:02:24	160	Planning to Travel to Tokyo
2004-11-03 18:41:08	157	Top Commenters of Jul, Aug, Sep, Oct
2004-11-04 20:02:41	139	Two Cats in my Garden
2004-11-05 23:59:22	472	Youth Hostels in Shanghai
2004-11-07 22:19:03	65	Homepage Version 3
2004-11-08 21:44:52	767	Auto Industry Enters Winter in Shanghai
2004-11-09 22:14:20	550	Basic Geographic Knowledge about China
2004-11-10 23:25:37	579	Basic Geographic Knowledge about China - Part II
2004-11-11 23:45:55	1844	Going Back to China?
2004-11-12 18:25:08	648	Jian Shuo Wang is Going to U.S.
2004-11-13 23:04:59	200	My Functional Spec
2004-11-14 09:58:17	358	Budget Travelers are the Majority
2004-11-15 22:34:42	474	I Got my U.S. Visa
2004-11-16 22:15:26	273	Metro Line 1 Extends Northward
2004-11-16 22:41:52	409	The Cats Story
2004-11-17 18:04:13	62	Alexa Cheatting
2004-11-17 18:07:31	442	I Got Wallop Invitation
2004-11-18 23:24:46	465	Boston for Dummies and More.
2004-11-19 17:53:33	516	Top Three Innovation that Failed in Shanghai
2004-11-20 22:04:30	940	Top 10 Places to See in New York City
2004-11-21 23:07:23	383	Shanghai International Tennis Center
2004-11-22 20:45:45	486	Road Report between Home and Xujiahui
2004-11-24 11:27:14	38	Wendy Passed Driver's License Exam
2004-11-24 22:55:10	116	Casual Talk on SJTU Min Hang Campus
2004-11-25 17:17:01	123	Sleeping  Cats
2004-11-25 20:52:19	141	Area Around Xin Tian Di (Xintiandi)
2004-11-25 23:34:54	89	Edward's New Satellite TV
2004-11-27 19:12:53	569	Hong Qiao (SHA) v.s. Pu Dong (PVG) Airport
2004-11-28 23:53:16	462	Xiang Yang Market Again
2004-11-29 16:22:17	188	United Airlines in Shanghai
2004-11-29 17:12:48	159	UA858 PVG - SFO
2004-11-30 22:31:30	312	Interviewed by my Favorite Magazine
2004-11-30 22:54:53	432	Cheat-Sheet of Shanghai Road Names
2004-12-01 18:34:57	620	U.S. Trip Update
2004-12-02 20:06:45	197	Thinking about Sony F828
2004-12-04 23:46:38	176	Rejected by ANA and Postponed Travel
2004-12-05 23:07:29	83	Starting the Journey, Again
2004-12-07 03:10:16	332	Arrived in Seattle
2004-12-08 15:14:13	599	Dec 6 - The Longest Day in 2004
2004-12-09 14:52:30	721	Getting Shore Pass (Temp Visa) for Japan
2004-12-09 15:40:06	160	Incredible Prosperity of Art in Seattle
2004-12-09 15:40:40	119	Art Story 1: Dale Chihuly and Shareton
2004-12-09 16:17:11	307	Art Story 2: Lion King in Paramount Theater
2004-12-10 14:34:41	834	Back from Geek Diner in Bellevue
2004-12-12 14:36:38	62	Hello Chicago
2004-12-13 12:31:40	855	Chicago is Amazing
2004-12-15 22:47:41	14	I am in New York
2004-12-16 12:13:39	945	New York - Day 2
2004-12-18 10:48:27	346	I am in Washington, D.C
2004-12-20 13:11:54	455	It Snows in Washington D.C!
2004-12-22 00:14:27	17	At Harvard
2004-12-24 10:37:32	560	Chinatowns in U.S.
2004-12-24 13:40:54	25	Merry Christmas!
2004-12-25 12:18:48	209	Christmas Eve in New York City
2004-12-27 13:16:45	8	New York Pictures
2004-12-28 20:49:50	84	Cold New York
2004-12-30 19:46:20	273	I am in Shanghai
2005-01-01 23:30:20	251	Heavy Snow in Shanghai
2005-01-03 00:03:24	307	Is the Real Estate Cooling Down?
2005-01-03 08:32:45	115	Skyscrapers in New York
2005-01-04 23:34:29	151	Subways in New York
2005-01-05 00:16:29	526	Life in New York is Tough for Me
2005-01-05 19:47:47	634	Things to Prepare for Visiting U.S.
2005-01-06 22:04:15	392	Bandwidth Crisis - Part Two
2005-01-06 22:52:34	582	Grassroot Art in Seattle
2005-01-07 16:18:36	279	New Press Report on my Blog
2005-01-08 21:28:17	241	Phantom of Opera Shanghai Schedule
2005-01-09 23:00:07	96	Congratulations to Zong Rui's Wedding
2005-01-09 23:14:10	305	MagLev May Extend to Hangzhou
2005-01-10 20:22:09	460	M.I.T and Harvard
2005-01-10 20:50:01	264	Vote Me as Bloggies Best Asian Blog
2005-01-11 23:38:18	215	Flying and Flying...
2005-01-12 22:48:05	96	Taxi in New York City
2005-01-12 23:05:22	178	Top Two Differences in China
2005-01-13 17:29:50	710	To Tip or Not to Tip
2005-01-14 18:18:35	132	Visa Card on ATM in China
2005-01-14 20:20:51	229	Yes. I Expect the Flight Delay
2005-01-15 19:25:47	932	Donation Needed for Zhan Xiao Feng
2005-01-16 23:54:40	321	Is the Real Estate Cooling Down? - Part II
2005-01-17 16:17:11	360	Converting RMB to USD?
2005-01-18 18:42:53	251	Kabb in Xintiandi
2005-01-18 23:14:08	115	Nice Shanghai Blogger Meetup
2005-01-19 08:12:27	614	Is the Real Estate Cooling Down? - Part III
2005-01-19 15:04:42	2412	Daily Build Script Sample
2005-01-20 22:48:02	0	Space
2005-01-20 23:30:08	784	Spring Festival in 2005
2005-01-21 22:29:13	517	Rainy Crazy Friday Night in Shanghai
2005-01-22 22:53:05	93	Seoul Changes Chinese Name
2005-01-23 22:15:55	366	On Ethic
2005-01-24 22:30:52	207	Chun Lian Started to Appear
2005-01-25 12:10:26	146	BlueZone's Xinjiang Impression
2005-01-25 22:51:47	694	Chengdu Impression
2005-01-26 23:28:57	294	In China, His Pay is Hers to Spend?
2005-01-27 21:37:49	624	Got Cold Again
2005-01-28 18:28:29	310	Maglev Extends 2 Hours?
2005-01-28 22:07:17	702	Featured in That's Shanghai
2005-01-29 22:40:20	1701	Keep Doing, and Doing, and Doing
2005-01-30 21:34:12	370	Picture News of Shanghai 2005
2005-01-31 21:33:32	149	Kung Fu Hustle is Great
2005-02-01 11:26:07	1205	Do Chinese Move to Small Cities
2005-02-02 23:44:47	379	Night with Smiling Library
2005-02-03 13:37:45	536	Jinjiang (Jin Jiang) Inn at Shanghai Pudong Airport
2005-02-04 00:15:32	102	Meningitis in Shanghai
2005-02-04 23:34:10	740	Don't Let Social Software Become Spam Ware
2005-02-05 17:51:05	429	How to Complain in Shanghai
2005-02-06 23:31:04	262	Audio on Air and Photo to Print
2005-02-08 13:44:41	33	New Year is Approaching
2005-02-08 23:56:03	110	Happy New Year!
2005-02-09 21:38:29	216	Visited Shanghai Circus
2005-02-11 22:52:39	469	Drive to the City of Suzhou
2005-02-11 23:36:01	447	Zhuo Zheng Yuan of Suzhou
2005-02-12 14:05:46	625	World Time
2005-02-13 00:08:57	289	Welcome to the God of Fortune
2005-02-13 22:49:13	499	Nice Afternoon Tea at Ambrosia
2005-02-14 23:40:53	398	Happy Valentine's Day
2005-02-15 23:18:39	477	Talking with Friends is Great
2005-02-17 01:01:35	235	Passion for Life
2005-02-17 22:01:54	437	Grassroot Art in Shanghai
2005-02-18 18:55:11	130	A Chinese Blogger in America
2005-02-19 23:35:00	720	Is This London Undergrand?
2005-02-20 23:34:50	242	More Cats in My Garden
2005-02-21 23:37:55	129	Blogger Meetup this Wednesday
2005-02-22 22:09:49	122	Professional Web Hosting
2005-02-22 23:44:39	156	Yes. It Snowed in Shanghai
2005-02-23 10:07:32	279	Calling Card in Shanghai
2005-02-24 18:50:10	177	Shanghai Weblogger Meetup - Feb
2005-02-25 21:41:45	370	I can Recognize Orders Now
2005-02-27 12:38:56	351	My Favorites in Shanghai
2005-02-28 22:56:08	677	Life in a Low Cost Labor World
2005-03-01 23:30:10	1083	Helping by Hiring
2005-03-02 20:26:27	293	Comment RSS Feed
2005-03-03 21:42:59	494	Jia You, Shanghai Metro!
2005-03-05 22:45:59	841	What does Happiness Depend on
2005-03-06 23:14:01	237	Best Afternoon in Shanghai
2005-03-07 20:46:07	71	MSN Virus omg.pif
2005-03-07 21:09:31	866	Enjoy Doing or Being Able to Do
2005-03-09 23:48:46	425	Dislike Doing or Starting to Do
2005-03-10 22:57:23	485	Suggestion to Friends' Shanghai Trip
2005-03-11 20:42:24	1054	Route - Highlights of Shanghai
2005-03-13 23:30:59	191	Beijing is Cultural Center
2005-03-14 23:34:09	216	Donation in China
2005-03-15 23:29:16	362	Happy Birthday to Goudaner
2005-03-16 23:18:34	99	Many People Got Cold
2005-03-19 00:15:56	586	No Baggars Premitted on Metro?
2005-03-20 00:01:19	492	My Blog Won't Go Commercial
2005-03-20 21:47:04	453	Luoyang Telephone Number Upgraded
2005-03-21 23:15:28	151	Does Shanghai have Beach
2005-03-22 23:33:34	84	Jian Shuo on Wired Magazine?
2005-03-23 22:55:04	643	Coffee Bean Club
2005-03-24 22:43:00	100	Sasa Enters Shangahi
2005-03-25 23:28:28	433	I Didn't Escape from Puxi
2005-03-26 23:50:43	199	Internship is Best Way for Good Job
2005-03-27 23:00:15	551	Peace in Discussion
2005-03-28 23:15:06	584	L'Invitation au Voyage
2005-03-30 23:04:38	71	Claire on the Exhibition
2005-04-01 02:26:44	793	Blogging about the Exhibition
2005-04-02 23:24:20	226	First Day of the Exhibition
2005-04-04 22:38:19	735	Jian Shuo Wang at Kijiji China
2005-04-05 22:24:04	83	Met with Dr. Weigend
2005-04-06 23:05:54	603	Is 10,000RMB/Month a Ridiculous Offer?
2005-04-09 00:27:10	231	Meet the Photographer Event
2005-04-09 23:09:55	515	Inside Jin Mao Tower
2005-04-11 00:36:55	60	Nice Meetup at the Exhibition
2005-04-11 23:45:08	277	T.I.C Moments
2005-04-13 00:36:47	190	Second Run Way for Pudong Airport
2005-04-14 23:11:02	179	Spring Comes to Shanghai
2005-04-17 00:31:16	707	Blogging about the Exhibition - Part II
2005-04-18 03:01:20	224	Trip to SFO
2005-04-19 13:30:26	701	Actual Speed of Maglev is 64 km/h
2005-04-21 04:33:41	135	Gift to Selim Freiha
2005-04-22 23:10:25	476	When Jian Shuo Leaves his Car (in CA)
