date	words	title
2021-05-17 23:19:31	2	百姓网滨江音乐会
2021-05-17 23:19:34	82	与百姓网王建硕谈分类网站：下一家市值十亿美金的公司
2021-05-17 23:19:36	6	忘他
2021-07-02 11:12:56	38	喂养青龙的、左手边六分满的玻璃杯
2021-07-02 11:13:35	24	6月26日SHAI上海人工智能聚会预告
2021-07-02 11:14:08	32	学习外语要先学“听说”，再学“读写”
2021-07-02 11:14:20	57	视频新文化运动
2021-07-02 11:14:42	16	《“炼”爱》导演董雪莹做客 SHAI 聚会6月19日活动
2021-07-02 11:17:54	18	《“炼”爱》是怎么炼成的
2021-07-02 11:18:17	21	SHAI 6月12日上海人工智能聚会预告
2021-07-02 11:18:28	98	变态狂飞攻略
2021-07-02 11:19:18	17	如何用两万块钱环游全球五大洲的26个城市
2021-07-02 11:19:31	9	脑子投诉自己在瞎搞的时刻，不要听从
2021-07-02 11:21:25	20	6月5日 上海人工智能 聚会预告
2021-07-02 11:22:18	59	为什么画画
2021-07-02 11:22:33	36	身体里的1000张烂画
2021-07-02 11:22:44	19	为什么道理都懂，却过不好这一生？
2021-07-02 11:24:44	21	6月5日周六的人工智能聚会继续举行
2021-07-02 11:25:20	11	输出是最好的学习
2021-07-02 11:25:46	70	我总算知道为什么出租车把我放错了地方
2021-07-02 11:32:40	5	最新文章列表
2021-07-02 11:33:43	19	我喜欢编程，喜欢写作，还喜欢画画
2021-07-02 11:35:19	24	SHAI 上海人工智能 5月29日聚会预告
2021-07-02 11:35:26	31	面试题的背后藏着的问题是什么？
2021-07-02 11:37:08	83	技术领域那些唬人の名词 之 大数据
2021-07-02 11:37:31	61	好的工程师的 7 个加分项
2021-07-02 11:40:30	22	SHAI 上海人工智能 5月22日聚会预告
2021-07-02 11:41:43	34	加沙地带和以色列有多远？
2021-07-02 11:45:11	28	人人都服兵役的创业创业的国度
2021-08-25 13:21:14	28	在帕米尔高原的国境线上是怎样一种体验？
2021-08-25 13:21:27	30	喀什！喀什！喀什！
2021-08-25 13:21:56	6	是的！前几天我去喀什了
2021-08-25 13:22:10	13	7月17日 SHAI 上海人工智能聚会预告
2021-08-25 13:22:29	290	7月10日SHAI上海人工智能聚会
2021-08-25 13:22:40	11	注射疫苗和人类婚恋的关系
2021-08-25 13:23:39	15	那个好奇宝宝的周六聚会SHAI换地方了
2021-08-25 13:23:52	16	面试，是为了获得两个终极问题的答案
2021-08-25 13:24:26	11	Amazon是一家好公司，但Amazon的模式并非最优
2021-08-25 13:24:28	15	社交网络不是网络效应！答各种社交网络为什么经常昙花一现？
2021-08-25 13:24:30	13	社交网络不是网络效应！答各种社交网络为什么经常昙花一现？
2021-08-25 13:24:32	11	创造者和实施者
2021-08-25 15:45:23	20	啥？帆船比风跑得还快？
2021-08-25 15:45:31	58	法律的困境
2021-08-25 15:45:38	35	业主的困境
2021-08-25 15:45:48	19	船是怎么控制抛锚还是起锚呢？
2021-08-25 15:45:57	23	小区保安的困境
2021-08-25 15:54:38	47	中医科学吗？当然不科学了，人家是技术
2021-08-25 15:54:46	149	为什么说读代码像读小说？
2022-07-21 11:54:57	5	欢迎大家继续在微信公众号阅读
2022-08-16 23:33:23	93	只因为，这场景，似曾相识
2022-08-16 23:33:37	62	身处史前互联网博物馆里，看 Web3 的未来
2022-08-16 23:35:40	19	杀死欲望最好的方法是满足它
2022-08-16 23:35:45	24	保持欲望的好办法是抑制它
2022-08-16 23:35:50	16	无聊猿不是一个送给爱人的好礼物
2022-08-16 23:39:37	8	抵制住被叫老师的诱惑
2022-08-16 23:39:59	120	DID 的醍醐灌顶时刻
2022-08-16 23:40:07	11	回答问题前需要做些什么？
2022-08-16 23:40:13	65	完整音频：大白话聊 Web3：终将到来的时代，会如我们所想吗？
2022-08-16 23:40:20	44	为什么我们总想不清楚事物的本质？·
2022-08-16 23:40:26	47	更先进的技术，会减少我们旅行的需求吗？
2022-08-16 23:40:42	87	2022 年七月份文章目录
2022-08-16 23:40:50	22	声音元宇宙？
2022-08-16 23:41:12	35	新时代的假面舞会
2022-08-16 23:41:18	112	下一代大航海时代的航海日志
2022-08-16 23:41:24	122	谁能帮我回答这些困惑？
2022-08-16 23:41:34	72	美国地图，自带经纬度标尺
2022-08-16 23:41:43	131	大白话聊 Web3：终将到来的时代，会如我们所想吗？
2022-08-16 23:41:49	77	关于去中心化标识符（DID ）的问题集合
2022-08-16 23:41:54	66	万一智能合约出错了呢？那将导致机器彻底统治人类
2022-08-16 23:42:24	53	在自己的生活上添加一个图层
2022-08-16 23:42:28	23	你有没有发现，大家开始不用右括号了？（我最近才知道
2022-08-16 23:42:32	40	IPFS 学习笔记
2022-08-16 23:42:40	76	视频回放：一起游览 DAO 的迷宫
2022-08-16 23:42:45	71	机器调度，人做苦力的系统的诞生
2022-08-16 23:42:49	20	欢迎转发、转载、引用声明
2022-08-16 23:42:51	72	Web3 相关文件列表
2022-08-16 23:42:56	11	发自内心讨厌 「理中客」 这个词
2022-08-16 23:43:01	6	要阅读原文
2022-08-16 23:43:07	66	「噗噗」是如何变成「苹果」的：论人类语言概念的形成
2022-08-16 23:43:12	104	DAO 迷惑行为大赏
2022-08-16 23:43:42	150	关于非中心化自治组织 (DAO) 的醍醐灌顶时刻
2022-08-16 23:43:50	134	DAO 学习笔记（一）：迷宫的入口是 DAO 软件
2022-08-16 23:43:54	13	「请用简洁的话语描述一下 Web3。主谓宾即可」
2022-08-16 23:43:57	79	2022年六月份文章目录
2022-08-16 23:43:59	64	版权和 Web3 的关系，就像邮政编码和电子邮件的关系
2022-08-16 23:44:39	20	私房小彩虹制作手册
2022-08-16 23:45:18	19	私房小彩虹制作手册
2022-08-16 23:45:23	68	面试投资者
2022-08-16 23:45:30	94	NFT 是专业泡沫冲浪者（Pro Bubble Surfer）的天堂
2022-08-16 23:45:32	14	安安静静地记录生活的好朋友们之二
2022-08-16 23:45:37	235	买 NFT，实际是在买什么？从底层代码视角的分析
2022-08-16 23:45:52	33	准备尝试用直播的方式分享每周的内部技术讲座，附 《Web3 入门》回放
2022-08-16 23:45:56	169	上海浦东的路名规律
2022-08-16 23:46:07	76	新世界和旧世界的映射：一件技术之外，人文之内的事情
2022-08-16 23:46:14	29	有些知识，一旦知道了，便再也无法回到那以前的纯真年代
2022-08-16 23:46:18	85	如果发现一个东西的下一个版本怎么看都比上个版本差的时候，可能是我们误解了他的本质
2022-08-16 23:46:22	50	一箭一线：关于做选择的具体的建议
2022-08-16 23:46:35	126	如何闭上眼睛默念咒语，就能生成自己的钱包
2022-08-16 23:46:53	185	送你几个存有以太币的钱包、以及它们的密码
2022-08-16 23:46:57	64	最基本的问题：比特币到底有什么价值？
2022-08-16 23:47:01	66	新世界，从来不需要旧世界的批准，参与，甚至不需要他们知道
2022-08-16 23:47:18	55	不要问比特币为什么波动，而是要站在比特币的角度问，为什么美元在波动？
2022-08-16 23:47:25	67	关于区块链和 Web3 的文章列表
2022-08-16 23:47:29	81	Web 和 Web3 的关系，就是“雷锋”和“雷峰塔”的关系
2022-08-16 23:47:31	119	Web3 的今天，相当于互联网的 1993 年
2022-08-16 23:47:33	18	鬼害怕甲醛吗？
2022-08-16 23:47:34	40	投票的功能和非功能研究
2022-08-16 23:47:38	25	脐带另一头连在哪里？柏林墙的起点在哪里？
2022-08-16 23:47:42	217	X to earn 都是骗局吗？ Web3 学习笔记
2022-08-16 23:47:44	23	上海封控大考结束，我们每个人得了几分？ 写在上海解封前夜
2022-08-16 23:47:47	140	理科生对于晚婚问题的分析
2022-08-16 23:47:49	114	StepN ：希望找乐子，很好；希望挣钱，没戏
2022-08-16 23:47:55	73	Web3 迷惑行为大赏
2022-08-16 23:47:56	73	Web3 之迷惑行为大赏
2022-08-16 23:47:59	80	真正厉害的人，怎么用大白话，讲明白复杂的事情
2022-08-16 23:48:08	32	为什么动机是不可讨论的？
2022-08-16 23:48:12	32	为什么动机是不可讨论的？
2022-08-16 23:48:13	56	为啥现在的很多文章都看不懂了？因为它们什么都没有说
2022-08-16 23:48:15	14	经济高速公路上，突然经过的鸭子
2022-08-16 23:48:17	43	理科生对于晚婚问题的分析
2022-08-16 23:48:21	297	用 86 个最常用的词，描述复杂的事物是怎么工作的 - 区块链篇
2022-08-16 23:48:23	117	互联网是一张网，Web3 是一张表（一张大大的表）
2022-08-16 23:48:28	67	我讨厌大词儿
2022-08-16 23:48:33	69	实物的画做成 NFT 会成为笑话
2022-08-16 23:48:41	56	关于 NFT 的醍醐灌顶时刻
2022-08-16 23:48:43	19	我们不应推卸自己应当承担的责任
2022-08-16 23:48:51	275	10分钟意大利语教程
2022-08-16 23:48:53	8	“报告首长，一车新兵”：让他们成为解法，而不是问题本身
2022-08-16 23:48:58	22	我们容易记住第一次做一件事情，却很少意识到，最后一次
2022-08-16 23:50:14	21	上海封控期间的文章列表
2022-08-16 23:50:16	24	大多数团购将在疫情结束后归于寂静
2022-08-16 23:50:36	116	封控期间的煮粽子操作手册
2022-08-16 23:50:41	28	“你对” ：微信群一招制敌神器
2022-08-16 23:50:43	62	警惕权力的诱惑，志愿者不是自己的舞台：一个志愿者的自白书
2022-08-16 23:50:44	102	那些别的语言定义过，中文中却空缺的意境
2022-08-16 23:50:47	60	我们只能用语言思考，而我们的思考能力，难以超越语言的限制
2022-08-16 23:50:54	44	对自己和对别人，标准保持一致，是乱世里一丝难得的体面
2022-08-16 23:50:57	9	安安静静地记录生活的好朋友们
2022-08-16 23:51:03	68	在灾难面前，是龟缩着过痛苦的生活，还是冒着风险过有品质的生活？
2022-08-16 23:51:05	26	我们在历史的洪流中，应该如何确保20年后，不成为自己在历史书上痛恨的人？
2022-08-16 23:51:10	113	封控区住户违规出楼遛狗，你怎么看？八百多个读者给出了 12 种回答
2022-08-16 23:51:11	26	处于封控区的居民，到小区里遛狗，你对这个行为怎么看？
2022-08-16 23:51:16	39	“ 新型流行性正义感爆棚状暴怒症 ” 的传播分析与预防策略
2022-08-16 23:51:21	22	小区超高层建筑核酸检测流程记录
2022-08-16 23:51:23	50	人在危机下，反应需要时间，这不是显而易见的事情吗
2022-08-16 23:51:30	53	小区在封控期间计划经济和市场经济之争的始末
2022-08-16 23:51:36	49	小区在封控期间计划经济和市场经济之争的始末
2022-08-16 23:51:37	49	出一个好主意最大的风险，是会被指派去做这件事
2022-08-16 23:51:39	6	我很痛恨那一刻的自己，同时也在面对他人的愤怒
2022-08-16 23:51:41	24	我们活在现实的 Omelas 里面，我们是不是那些离开的人们？
2022-08-16 23:51:46	22	像一定会解封一样相信，像永远也不解封一样生活
2022-08-16 23:51:47	108	创业者，在上海疫情的不确定状态下，如何帮助小区度过难关？
2022-08-16 23:51:49	11	100倍的压力下的上海牌操作系统运行状况
2022-08-16 23:51:51	65	一定是有坏人在捣乱，上海才这么乱成一团
2022-08-16 23:55:24	27	隔离期间，让我们穿着粉红色和蓝色相间的睡衣，去旅行
2022-08-16 23:55:34	66	用 Excel 来预测一下明天的上海的阳性病例数量
2022-08-16 23:55:40	100	纪念互联网之子 Aaron Swartz - RSS, Creative Commons, Web.py, Reddit...
2022-08-16 23:55:46	39	具体的建议才是好建议 - 对于如何开始跑步的三个具体的建议
2022-08-16 23:55:49	34	为什么3月22日晚上上海那么多人都在抢菜，以及为什么人们相信宗教？
2022-08-16 23:55:55	23	具体的建议才是好的建议
2022-08-16 23:56:00	23	“新冠肺炎”还是不是“肺炎”呢？世界上有无症状的肺炎吗？我总算搞明白了
2022-08-16 23:56:08	43	只有 1% 排片的纪录片《“炼”爱》，今天上映。如果影院还开门的话，赶紧去看吧
2022-08-16 23:56:12	15	新冠三年了我才搞明白有没有被传染不是非黑即白，要看 CT 值
2022-08-16 23:56:43	173	花个十分钟，背一张密码表，应该就能看懂很多俄文，这学习的性价比超级高
2022-08-16 23:56:46	13	对于新开通的高铁，应该抱怨通勤时间变长了还是感谢高铁提供的一个新选择呢？
2022-08-16 23:56:48	11	为什么要去大城市之交通对比？
2022-08-16 23:56:50	35	总算明白 Stay Foolish 指的是什么了
2022-08-16 23:56:55	15	无比诚实的人
2022-08-16 23:57:02	2	最近一直在鼓捣的东西，征集早期用户
2022-08-16 23:57:04	40	罗胖跨年演讲提及的那个关于左手边玻璃杯的实验
2022-08-16 23:57:07	41	从静态视频走向动态视频的时代
2022-08-16 23:57:31	25	SHAI 上海人工智能聚会周六继续
2022-08-16 23:57:49	36	既是古都，也是重工业城市的洛阳
2022-08-16 23:58:07	43	《龙门金刚》，勾起我的洛阳超级凡尔赛
2022-08-16 23:58:20	20	什么？我原来是个体育生？
2022-08-16 23:59:07	7	在新疆纷繁的街头尝试用一笔画的方式捕捉纷繁的线条
2022-08-16 23:59:52	21	喀什 - 惊艳的古城 和 蓄势待发的小城市的合体
